Model,New T2I,AUC-PR,F1 Score
2025-02-04-13-51,0.0,0.0165491873930787,
2025-02-04-13-54,0.0,0.0169365328833309,
2025-02-04-13-58,0.064516129032258,0.0188683086034114,
2025-02-04-14-00,0.0,0.0141502695319539,
2025-02-05-15-29,0.1149425287356321,0.0156863894289986,
2025-02-05-15-29,0.1158690176322418,0.0156863894289986,
2025-02-05-15-29,0.1225071225071225,0.0156863894289986,
2025-02-05-15-29,0.1324921135646687,0.0156863894289986,
2025-02-05-15-29,0.1393728222996515,0.0156863894289986,
2025-02-05-15-29,0.1455938697318007,0.0156863894289986,
2025-02-05-15-29,0.1434599156118143,0.0156863894289986,
2025-02-05-15-29,0.1441860465116279,0.0156863894289986,
2025-02-05-15-29,0.1546391752577319,0.0156863894289986,
2025-02-05-15-29,0.1529411764705882,0.0156863894289986,
2025-02-05-15-29,0.1558441558441558,0.0156863894289986,
2025-02-05-15-29,0.1578947368421052,0.0156863894289986,
2025-02-05-15-29,0.1487603305785124,0.0156863894289986,
2025-03-12-16-08,0.1259640102827763,0.0172475336957985,
2025-03-12-16-08,0.1297935103244837,0.0172475336957985,
2025-03-12-16-08,0.1258278145695364,0.0172475336957985,
2025-03-12-16-08,0.1402214022140221,0.0172475336957985,
2025-03-12-16-08,0.1387755102040816,0.0172475336957985,
2025-03-12-16-08,0.1428571428571428,0.0172475336957985,
2025-03-12-16-08,0.142156862745098,0.0172475336957985,
2025-03-12-16-08,0.1530054644808743,0.0172475336957985,
2025-03-12-16-08,0.1572327044025157,0.0172475336957985,
2025-03-12-16-08,0.1575342465753424,0.0172475336957985,
2025-03-12-16-08,0.1567164179104477,0.0172475336957985,
2025-03-12-16-08,0.1525423728813559,0.0172475336957985,
2025-03-12-16-08,0.145631067961165,0.0172475336957985,
2025-03-12-16-08,0.1402214022140221,0.0172475336957985,
2025-03-12-16-08,0.1387755102040816,0.0172475336957985,
2025-03-12-16-08,0.1428571428571428,0.0172475336957985,
2025-03-12-16-08,0.142156862745098,0.0172475336957985,
2025-03-12-16-08,0.1530054644808743,0.0172475336957985,
2025-03-12-16-08,0.1572327044025157,0.0172475336957985,
2025-03-12-16-08,0.1575342465753424,0.0172475336957985,
2025-03-12-16-08,0.1567164179104477,0.0172475336957985,
2025-03-12-16-08,0.1525423728813559,0.0172475336957985,
2025-03-12-16-08,0.145631067961165,0.0172475336957985,
2025-03-17-14-39,0.0,0.0171188737444663,
2025-03-17-14-44,0.0,0.0173669292168277,
2025-03-17-14-48,0.0,0.0168034237211984,
2025-03-17-14-51,0.0,0.0167538243852465,
2025-03-17-14-55,0.0,0.0172224628171803,
2025-03-17-14-58,0.0,0.018664668813875,
2025-03-17-15-03,0.0,0.0172207138194536,
2025-03-17-15-07,0.0,0.0173006901249917,
2025-03-17-15-11,0.0,0.017318728829224,
2025-03-17-15-14,0.0,0.018062073431109,
2025-03-17-15-18,0.0,0.0178518839503389,
2025-03-17-15-24,0.0,0.018012974406266,
2025-03-17-15-29,0.0,0.0172137887197198,
2025-03-17-15-36,0.0,0.0166474456162359,
2025-03-17-15-43,0.0,0.0180794501655309,
2025-03-17-15-49,0.0789473684210526,0.0157542282927978,
2025-03-17-15-55,0.0,0.0180425555086388,
2025-03-17-16-00,0.0,0.0154442573354017,
2025-03-17-16-05,0.0,0.0182889012136853,
2025-03-17-16-11,0.0,0.017159551217876,
2025-03-17-16-15,0.0,0.0160140490132364,
2025-03-17-16-19,0.0,0.0180991977095541,
2025-03-17-16-24,0.0,0.0175008142542415,
2025-03-17-16-29,0.0,0.017574016965738,
2025-03-17-16-34,0.0,0.0153990375298475,
2025-03-17-16-38,0.0,0.0182266758739308,
2025-03-17-16-43,0.0,0.0174731736122965,
2025-03-17-16-48,0.0,0.0176672379564192,
2025-03-17-16-52,0.0,0.0176722683702622,
2025-03-17-16-58,0.0,0.0175765366793979,
2025-03-17-17-03,0.0,0.0149651480233137,
2025-03-17-17-08,0.0,0.015291934071868,
2025-03-17-17-11,0.0,0.01554745105569,
2025-03-17-17-14,0.0,0.0175252274457407,
2025-03-17-17-17,0.0,0.0151945233935708,
2025-03-17-17-21,0.0,0.0164739623443564,
2025-03-17-17-25,0.0,0.0167584612999204,
2025-03-17-17-30,0.106951871657754,0.0134537063590462,
2025-03-17-17-34,0.0,0.0156442896988744,
2025-03-17-17-38,0.0,0.0152380766148205,
2025-03-17-17-42,0.0,0.0180541294662811,
2025-03-17-17-47,0.0,0.0159272925025848,
2025-03-17-17-51,0.059322033898305,0.0124304390269816,
2025-03-17-17-56,0.0,0.0180967779897825,
2025-03-17-18-01,0.0,0.0173665306246602,
2025-03-17-18-06,0.0,0.0179202584354769,
2025-03-17-18-10,0.0784313725490196,0.0114161272579506,
2025-03-17-18-15,0.0,0.0177682426112601,
2025-03-17-18-19,0.0,0.0163136069252258,
2025-03-17-18-24,0.0,0.0187452461969141,
2025-03-18-09-24,0.0,0.0179784252701909,
2025-03-18-09-29,0.0,0.0174264778018158,
2025-03-18-09-35,0.0,0.0174522622272326,
2025-03-18-09-41,0.0,0.015610480782594,
2025-03-18-09-47,0.0,0.0172715442980707,
2025-03-18-09-53,0.0,0.0178253173480175,
2025-03-18-10-00,0.1298701298701298,0.0142485144645738,
2025-03-18-10-03,0.0,0.0179266792414135,
2025-03-18-10-07,0.0,0.0177752084611673,
2025-03-18-10-14,0.0,0.017573471287667,
2025-03-18-10-19,0.0,0.0173730221625716,
2025-03-18-10-25,0.0,0.0179018674725095,
2025-03-18-10-31,0.0,0.0179194046251983,
2025-03-18-10-35,0.0,0.0176432072264605,
2025-03-18-10-39,0.0,0.0180070331168262,
2025-03-18-10-45,0.0,0.0170849493570478,
2025-03-18-10-47,0.0,0.0175658861618599,
2025-03-18-10-52,0.0526315789473684,0.0165683787995684,
2025-03-18-10-55,0.0,0.0174410461495927,
2025-03-18-10-58,0.0,0.0177227696234753,
2025-03-18-11-00,0.0,0.0178943234767701,
2025-03-18-11-03,0.0,0.0167990403325694,
2025-03-18-11-07,0.0,0.017877879676978,
2025-03-18-11-09,0.0,0.0157747457347579,
2025-03-18-11-12,0.0,0.0177935775712566,
2025-03-18-11-16,0.0666666666666666,0.0142791933142146,
2025-03-18-11-19,0.06,0.0128635557971309,
2025-03-18-11-22,0.0,0.0148139395316476,
2025-03-18-11-25,0.0,0.0150389714828898,
2025-03-18-11-28,0.0,0.0150344907431623,
2025-03-18-11-31,0.0,0.0170967822037513,
2025-03-18-11-34,0.0,0.0178784189557869,
2025-03-18-11-37,0.0,0.0182122840251637,
2025-03-18-11-40,0.0,0.0176014436608937,
2025-03-18-11-42,0.0,0.0175485610637768,
2025-03-18-11-46,0.0,0.0175259148904461,
2025-03-18-11-50,0.0571428571428571,0.0162840167170072,
2025-03-18-11-53,0.1111111111111111,0.0132381029235375,
2025-03-18-11-55,0.0892857142857142,0.0131313750115903,
2025-03-18-11-58,0.0,0.0177264473641739,
2025-03-18-12-01,0.0303030303030303,0.0127620610499111,
2025-03-18-12-04,0.0,0.0126427746999521,
2025-03-18-12-07,0.0,0.0154324811318916,
2025-03-18-12-10,0.0,0.0160251567998733,
2025-03-18-12-14,0.0,0.0157605717740627,
2025-03-18-12-17,0.0927152317880794,0.0132991548759231,
2025-03-18-12-20,0.0,0.016292981269104,
2025-03-18-12-24,0.0,0.0147961489536514,
2025-03-18-12-26,0.0,0.0174956220944451,
2025-03-18-12-30,0.032258064516129,0.0138240273687822,
2025-03-18-12-32,0.0,0.0151830640472366,
2025-03-18-12-35,0.0,0.0170014894067991,
2025-03-18-12-37,0.0,0.0184786919356269,
2025-03-18-12-40,0.0,0.0171241061503068,
2025-03-18-12-45,0.0,0.016901825767386,
2025-03-20-16-41,0.1381381381381381,0.016023838678326,
2025-03-20-16-41,0.1504424778761062,0.016023838678326,
2025-03-20-16-41,0.1343283582089552,0.016023838678326,
2025-03-20-16-41,0.127906976744186,0.016023838678326,
2025-03-20-16-41,0.1381381381381381,0.016023838678326,
2025-03-20-16-41,0.1504424778761062,0.016023838678326,
2025-03-20-16-41,0.1343283582089552,0.016023838678326,
2025-03-20-16-41,0.127906976744186,0.016023838678326,
2025-03-20-16-41,0.1052631578947368,0.016023838678326,
2025-03-20-16-41,0.0909090909090909,0.016023838678326,
2025-03-20-16-41,0.0571428571428571,0.016023838678326,
2025-03-20-16-41,0.0434782608695652,0.016023838678326,
2025-03-20-16-41,0.1381381381381381,0.016023838678326,
2025-03-20-16-41,0.1467576791808873,0.016023838678326,
2025-03-20-16-41,0.1491935483870967,0.016023838678326,
2025-03-20-16-41,0.145,0.016023838678326,
2025-03-20-16-41,0.1411042944785276,0.016023838678326,
2025-03-20-16-41,0.1343283582089552,0.016023838678326,
2025-03-20-16-41,0.1454545454545454,0.016023838678326,
2025-03-20-16-41,0.1354166666666666,0.016023838678326,
2025-03-20-16-41,0.1184210526315789,0.016023838678326,
2025-03-20-16-41,0.1142857142857142,0.016023838678326,
2025-03-20-16-41,0.1052631578947368,0.016023838678326,
2025-03-20-16-41,0.1020408163265306,0.016023838678326,
2025-03-20-16-41,0.0909090909090909,0.016023838678326,
2025-03-20-16-41,0.0975609756097561,0.016023838678326,
2025-03-20-16-41,0.054054054054054,0.016023838678326,
2025-03-20-16-41,0.0571428571428571,0.016023838678326,
2025-03-20-16-41,0.0357142857142857,0.016023838678326,
2025-03-20-16-41,0.0416666666666666,0.016023838678326,
2025-03-20-16-41,0.0526315789473684,0.016023838678326,
2025-03-20-16-41,0.0,0.016023838678326,
2025-03-20-16-41,0.1381381381381381,0.016023838678326,
2025-03-20-16-41,0.1392405063291139,0.016023838678326,
2025-03-20-16-41,0.1467576791808873,0.016023838678326,
2025-03-20-16-41,0.1538461538461538,0.016023838678326,
2025-03-20-16-41,0.1491935483870967,0.016023838678326,
2025-03-20-16-41,0.1504424778761062,0.016023838678326,
2025-03-20-16-41,0.145,0.016023838678326,
2025-03-20-16-41,0.1412429378531073,0.016023838678326,
2025-03-20-16-41,0.1411042944785276,0.016023838678326,
2025-03-20-16-41,0.1301369863013698,0.016023838678326,
2025-03-20-16-41,0.1343283582089552,0.016023838678326,
2025-03-20-16-41,0.144,0.016023838678326,
2025-05-21-21-38,0.2227979274611398,0.0224101824349144,
2025-05-21-21-38,0.2272727272727272,0.0224101824349144,
2025-05-21-21-38,0.2371794871794871,0.0224101824349144,
2025-05-21-21-38,0.2666666666666666,0.0224101824349144,
2025-05-21-21-38,0.2644628099173554,0.0224101824349144,
2025-05-21-21-38,0.2685185185185185,0.0224101824349144,
2025-05-21-21-38,0.2577319587628865,0.0224101824349144,
2025-05-21-21-38,0.2613636363636363,0.0224101824349144,
2025-05-21-21-38,0.2625,0.0224101824349144,
2025-05-21-21-38,0.2162162162162162,0.0224101824349144,
2025-05-21-21-38,0.2307692307692307,0.0224101824349144,
2025-05-21-21-38,0.2545454545454545,0.0224101824349144,
2025-05-21-21-38,0.1763485477178423,0.0224101824349144,
2025-05-21-21-38,0.1746031746031746,0.0224101824349144,
2025-05-21-21-38,0.1845386533665835,0.0224101824349144,
2025-05-21-21-38,0.1945205479452054,0.0224101824349144,
2025-05-21-21-38,0.2018072289156626,0.0224101824349144,
2025-05-21-21-38,0.2108626198083067,0.0224101824349144,
2025-05-21-21-38,0.2135231316725978,0.0224101824349144,
2025-05-21-21-38,0.2209302325581395,0.0224101824349144,
2025-05-21-21-38,0.2208333333333333,0.0224101824349144,
2025-05-21-21-38,0.2333333333333333,0.0224101824349144,
2025-05-21-21-38,0.1763485477178423,0.0224101824349144,
2025-05-21-21-38,0.1746031746031746,0.0224101824349144,
2025-05-21-21-38,0.1845386533665835,0.0224101824349144,
2025-05-21-21-38,0.1945205479452054,0.0224101824349144,
2025-05-21-21-38,0.2018072289156626,0.0224101824349144,
2025-05-21-21-38,0.2108626198083067,0.0224101824349144,
2025-05-21-21-38,0.2135231316725978,0.0224101824349144,
2025-05-21-21-38,0.2209302325581395,0.0224101824349144,
2025-05-21-21-38,0.2208333333333333,0.0224101824349144,
2025-05-21-21-38,0.2333333333333333,0.0224101824349144,
2025-05-21-21-38,0.2227979274611398,0.0224101824349144,
2025-05-21-21-38,0.2272727272727272,0.0224101824349144,
2025-05-21-21-38,0.2371794871794871,0.0224101824349144,
2025-05-21-21-38,0.2666666666666666,0.0224101824349144,
2025-05-21-21-38,0.2644628099173554,0.0224101824349144,
2025-05-27-15-27,0.2072892938496583,0.0252049685296812,
2025-05-27-15-27,0.2039312039312039,0.0252049685296812,
2025-05-27-15-27,0.1983695652173913,0.0252049685296812,
2025-05-27-15-27,0.2023809523809523,0.0252049685296812,
2025-05-27-15-27,0.2135922330097087,0.0252049685296812,
2025-05-27-15-27,0.223826714801444,0.0252049685296812,
2025-05-27-15-27,0.2357723577235772,0.0252049685296812,
2025-05-27-15-27,0.2290748898678414,0.0252049685296812,
2025-05-27-15-27,0.2318840579710145,0.0252049685296812,
2025-05-27-15-27,0.2446808510638297,0.0252049685296812,
2025-05-27-15-27,0.25,0.0252049685296812,
2025-05-27-15-27,0.25,0.0252049685296812,
2025-05-27-15-27,0.2446043165467626,0.0252049685296812,
2025-05-27-15-27,0.2601626016260163,0.0252049685296812,
2025-05-27-15-27,0.2543859649122807,0.0252049685296812,
2025-06-17-15-32,0.3157894736842105,0.0176718184107285,
2025-06-17-16-50,0.3333333333333333,0.0207072572540977,
2025-06-17-18-13,0.2631578947368421,0.0175382922857791,
2025-06-17-18-59,0.3,0.0177115396104138,
2025-06-17-19-44,0.3,0.0175451951643721,
2025-06-17-20-39,0.3157894736842105,0.017718469517963,
2025-06-17-21-44,0.3,0.0176527173444612,
2025-06-17-22-32,0.3157894736842105,0.0192511055726865,
2025-06-17-23-41,0.2777777777777778,0.017588371479076,
2025-06-18-00-43,0.2777777777777778,0.0174801263051212,
2025-06-18-01-53,0.2777777777777778,0.0178012065864365,
2025-06-18-03-14,0.2777777777777778,0.0175754096605497,
2025-06-18-04-36,0.2935779816513761,0.0230915414248037,
2025-06-18-05-47,0.2777777777777778,0.0177443952616453,
2025-06-18-06-46,0.2777777777777778,0.017329804137227,
2025-06-18-12-06,0.1636863823933975,0.0176334688619632,
2025-06-18-12-06,0.1688693098384728,0.0176334688619632,
2025-06-18-12-06,0.1672185430463576,0.0176334688619632,
2025-06-18-12-06,0.1832669322709163,0.0176334688619632,
2025-06-18-12-06,0.1820128479657387,0.0176334688619632,
2025-06-18-12-06,0.1799065420560747,0.0176334688619632,
2025-06-18-12-06,0.1871794871794871,0.0176334688619632,
2025-06-18-12-06,0.1927374301675977,0.0176334688619632,
2025-06-18-12-06,0.1865443425076452,0.0176334688619632,
2025-06-18-12-06,0.1887417218543046,0.0176334688619632,
2025-06-18-12-06,0.1797752808988764,0.0176334688619632,
2025-06-18-12-06,0.1833333333333333,0.0176334688619632,
2025-06-18-12-06,0.1906976744186046,0.0176334688619632,
2025-06-18-12-06,0.1919191919191919,0.0176334688619632,
2025-06-18-12-06,0.1923076923076923,0.0176334688619632,
2025-07-09-15-01,0.1731601731601731,0.0226873158528263,
2025-07-09-15-01,0.1797235023041474,0.0226873158528263,
2025-07-09-15-01,0.186161449752883,0.0226873158528263,
2025-07-09-15-01,0.1915641476274165,0.0226873158528263,
2025-07-09-15-01,0.2033898305084746,0.0226873158528263,
2025-07-09-15-01,0.2063492063492063,0.0226873158528263,
2025-07-09-15-01,0.2156862745098039,0.0226873158528263,
2025-07-09-15-01,0.2204176334106728,0.0226873158528263,
2025-07-09-15-01,0.2277227722772277,0.0226873158528263,
2025-07-09-15-01,0.2252747252747252,0.0226873158528263,
2025-07-09-15-01,0.2324159021406728,0.0226873158528263,
2025-07-09-15-01,0.2360655737704918,0.0226873158528263,
2025-07-09-15-01,0.2332155477031802,0.0226873158528263,
2025-07-09-15-01,0.2352941176470588,0.0226873158528263,
2025-07-09-15-01,0.2413793103448276,0.0226873158528263,
2025-07-28-14-04,,0.0273221454269566,0.0176991150442477
2025-07-28-14-11,,0.0319751210718704,0.0359712230215827
2025-07-28-14-15,,0.0270839836915652,0.0179372197309417
2025-07-28-14-21,,0.0278859948339916,0.018018018018018
2025-07-28-14-28,,0.029283877814099,0.0355555555555555
2025-07-28-14-35,,0.0269534334816592,0.0180995475113122
2025-07-28-14-41,,0.0272484976199663,0.018018018018018
2025-07-28-14-47,,0.0287080568262847,0.0654731457800511
2025-07-28-14-55,,0.0274659296112625,0.027027027027027
2025-07-28-15-01,,0.0296811679702145,0.0253164556962025
2025-07-28-15-08,,0.0300880285969974,0.0704500978473581
2025-07-28-15-12,,0.0276304890691357,0.0179372197309417
2025-07-28-15-16,,0.0271764495262267,0.0336134453781512
2025-07-28-15-20,,0.0312003147433712,0.0366300366300366
2025-07-28-15-25,,0.0271529197506142,0.0266666666666666
2025-07-28-15-30,,0.0258762903066595,0.0265486725663716
2025-07-28-15-35,,0.0260465097932411,0.0092592592592592
2025-07-28-15-40,,0.0268205056894122,0.018018018018018
2025-07-28-15-44,,0.0274312910709101,0.0093023255813953
2025-07-28-15-50,,0.0277606674066503,0.0177777777777777
2025-07-28-16-09,,0.0266950727461174,0.0179372197309417
2025-07-28-16-15,,0.0266577351565685,0.0093023255813953
2025-07-28-16-18,,0.0321180648858275,0.0349650349650349
2025-07-28-16-23,,0.0234265057532352,0.0085470085470085
2025-07-28-16-30,,0.0256253657191013,0.0093023255813953
2025-07-28-16-38,,0.0271206748738194,0.0092592592592592
2025-07-28-16-45,,0.027715855232912,0.0093457943925233
2025-07-28-16-49,,0.0264269079082759,0.0181818181818181
2025-07-28-16-56,,0.0269431256439442,0.018018018018018
2025-07-28-17-02,,0.0115207084800031,0.0177641653905053
2025-07-28-17-06,,0.0304722412399446,0.0452830188679245
2025-07-28-17-12,,0.0127221370931349,0.0270574971815107
2025-07-28-17-17,,0.0318706351388507,0.0249999999999999
2025-07-28-17-21,,0.0268989412019023,0.0180995475113122
2025-07-28-17-27,,0.0267949968403138,0.0180995475113122
2025-07-28-17-34,,0.0278478097454118,0.0091743119266055
2025-07-28-17-39,,0.0267940357066713,0.0263157894736842
2025-07-28-17-44,,0.0268358392893738,0.0180995475113122
2025-07-28-17-50,,0.0273136409625512,0.026431718061674
2025-07-28-17-56,,0.0267792888049071,0.0266666666666666
2025-07-28-20-24,,0.0264260048600795,0.0596026490066225
2025-07-28-20-24,,0.0264260048600795,0.0600203458799593
2025-07-28-20-24,,0.0264260048600795,0.0620577027762656
2025-07-28-20-24,,0.0264260048600795,0.0633802816901408
2025-07-28-20-24,,0.0264260048600795,0.0625
2025-07-28-20-24,,0.0264260048600795,0.0606896551724137
2025-07-28-20-24,,0.0264260048600795,0.0623608017817371
2025-07-28-20-24,,0.0264260048600795,0.0620031796502384
2025-07-28-20-24,,0.0264260048600795,0.0617495711835334
2025-07-28-20-24,,0.0264260048600795,0.0608294930875576
2025-07-28-20-24,,0.0264260048600795,0.0591133004926108
2025-07-28-20-24,,0.0264260048600795,0.0275516593613024
2025-07-28-20-24,,0.0264260048600795,0.038892551087673
2025-07-28-20-24,,0.0264260048600795,0.0454742312689476
2025-07-28-20-24,,0.0264260048600795,0.0482827277252364
2025-07-30-14-53,,0.0238640336648866,0.0195121951219512
2025-07-30-15-00,,0.0204147119126413,0.0101010101010101
2025-07-30-15-07,,0.0232362928477152,0.0101522842639593
2025-07-30-15-15,,0.0239516526335723,0.0100502512562814
2025-07-30-15-21,,0.0271867540804528,0.0276497695852534
2025-07-30-15-26,,0.0242354031946148,0.0198019801980198
2025-07-30-15-31,,0.0238339034932644,0.0196078431372549
2025-07-30-15-35,,0.0201257610132506,0.0548926014319809
2025-07-30-15-40,,0.02566842269708,0.0294117647058823
2025-07-30-15-54,,0.0238889693616218,0.0099502487562189
2025-07-30-17-07,,0.0252568187545343,0.0201005025125628
2025-07-30-17-11,,0.0267525829764056,0.027027027027027
2025-07-30-17-15,,0.0293737199514086,0.028673835125448
2025-07-30-17-19,,0.0236411409911142,0.0193236714975845
2025-07-30-17-24,,0.024592893603997,0.0196078431372549
2025-07-30-17-28,,0.0234635308006431,0.0475776037133739
2025-07-30-17-34,,0.0259607403157801,0.0100502512562814
2025-07-30-17-40,,0.0237356501891203,0.0195121951219512
2025-07-30-17-46,,0.025684789671403,0.0101522842639593
2025-07-30-17-53,,0.025737899811551,0.010204081632653
2025-07-30-17-57,,0.0291646251978779,0.0085836909871244
2025-07-30-18-01,,0.0295034771298215,0.0236220472440944
2025-07-30-18-06,,0.0239347535380206,0.0295566502463054
2025-07-30-18-12,,0.0236469743862931,0.0435967302452316
2025-07-30-18-18,,0.0229840952882841,0.0189573459715639
2025-07-30-18-24,,0.0241930291802063,0.0198019801980198
2025-07-30-18-30,,0.0254991274546107,0.0101010101010101
2025-07-30-18-36,,0.0274389194246191,0.0277777777777777
2025-07-30-18-42,,0.027589567241566,0.0101010101010101
2025-07-30-18-47,,0.0274104787252694,0.0301507537688442
2025-07-30-18-58,,0.0242543608351134,0.0202480724103251
2025-07-30-18-58,,0.0242543608351134,0.0229631959735765
2025-07-30-18-58,,0.0242543608351134,0.0269303201506591
2025-07-30-18-58,,0.0242543608351134,0.0307904411764705
2025-07-31-16-42,,0.0242278917442777,0.0188679245283018
2025-07-31-16-47,,0.0286987726828371,0.0578231292517006
2025-08-12-15-47,,0.0253049016178424,0.0
2025-08-12-15-55,,0.0244028192624273,0.010752688172043
2025-08-12-16-02,,0.0279507808144735,0.0476190476190476
2025-08-12-16-07,,0.0206404857085356,0.0199004975124378
2025-08-12-16-13,,0.0237599453059101,0.0111111111111111
2025-08-12-16-17,,0.0241806739661523,0.0109289617486338
2025-08-12-16-23,,0.023763352252425,0.0109890109890109
2025-08-12-16-27,,0.0271336136084868,0.0109289617486338
2025-08-12-16-34,,0.0319803942276033,0.0524781341107871
2025-08-12-16-39,,0.0262571444781802,0.0
2025-08-12-16-43,,0.0294559230921562,0.0688607594936708
2025-08-12-16-48,,0.0250955445937922,0.0154440154440154
2025-08-12-16-52,,0.0246015668317853,0.021505376344086
2025-08-12-16-57,,0.0239973004045136,0.0111111111111111
2025-08-12-17-02,,0.009560318115599,0.0138927479855515
2025-08-12-17-07,,0.0250965301959069,0.0288461538461538
2025-08-12-17-11,,0.02896501549102,0.0176991150442477
2025-08-12-17-18,,0.0292684907602303,0.0178571428571428
2025-08-12-17-23,,0.0281123956234117,0.0173160173160173
2025-08-12-17-27,,0.0284322455026818,0.0
2025-08-12-17-36,,0.0280527950845243,0.0204524760103663
2025-08-12-17-36,,0.0280527950845243,0.0230532336119665
2025-08-12-17-36,,0.0280527950845243,0.0267304139954362
2025-08-12-17-36,,0.0280527950845243,0.0293890177880897
2025-08-15-15-51,,0.0272415541074156,0.0242914979757085
2025-08-15-15-56,,0.02906085997616,0.0307692307692307
2025-08-15-16-02,,0.0282425024859407,0.0551053484602917
2025-08-15-16-08,,0.0282253112468712,0.0
2025-08-15-16-14,,0.0256774807225031,0.0
2025-08-15-16-18,,0.0282905249670765,0.0548780487804878
2025-08-15-16-22,,0.0242543108181002,0.0105263157894736
2025-08-15-16-27,,0.025981449753854,0.0
2025-08-15-16-33,,0.0232277272306569,0.0
2025-08-15-16-38,,0.0268845249528728,0.0
2025-08-15-16-44,,0.0311285075023548,0.0439560439560439
2025-08-15-16-49,,0.0243523861308227,0.0210526315789473
2025-08-15-16-53,,0.0275020522751972,0.0169491525423728
2025-08-15-16-59,,0.0131927598737397,0.0284061020515518
2025-08-15-17-03,,0.0239215797029704,0.0106382978723404
2025-08-15-17-09,,0.0286299283678722,0.0377358490566037
2025-08-15-17-13,,0.0264269739054974,0.0
2025-08-15-17-18,,0.0271920870688468,0.0
2025-08-15-17-25,,0.0240116158727456,0.0106382978723404
2025-08-15-17-31,,0.0250415858007876,0.0
2025-08-15-17-41,,0.0257172419189871,0.0619684082624544
2025-08-15-17-41,,0.0257172419189871,0.0700308959835221
2025-08-15-17-41,,0.0257172419189871,0.0626506024096385
2025-08-15-17-41,,0.0257172419189871,0.0694259012016021
2025-08-17-20-53,,0.026639175143454,0.0109890109890109
2025-08-17-21-01,,0.0315612525863568,0.0203045685279187
2025-08-17-21-06,,0.0291255857227206,0.0306513409961685
2025-08-17-21-12,,0.028378008375139,0.0361010830324909
2025-08-17-21-17,,0.0307855345401501,0.0181818181818181
2025-08-17-21-20,,0.0271497752945027,0.0098039215686274
2025-08-17-21-26,,0.0244416720030986,0.0105263157894736
2025-08-17-21-31,,0.0243664198841526,0.0210526315789473
2025-08-17-21-36,,0.0278812129845336,0.0
2025-08-17-21-39,,0.0229767253845498,0.0384615384615384
2025-08-17-21-43,,0.0286849188901705,0.0229007633587786
2025-08-17-21-47,,0.0241753360443091,0.0104712041884816
2025-08-17-21-51,,0.0247842746279631,0.0105820105820105
2025-08-17-21-56,,0.0213680576110882,0.0
2025-08-17-21-59,,0.0195757688689445,0.0416666666666666
2025-08-17-22-03,,0.0281717793358704,0.0096618357487922
2025-08-17-22-06,,0.0231421207352897,0.0366748166259168
2025-08-17-22-11,,0.0252968680475793,0.0
2025-08-17-22-15,,0.0236306167429876,0.0108108108108108
2025-08-17-22-21,,0.0231528369425599,0.0108695652173913
2025-08-17-22-28,,0.0293852980775719,0.0201701427003293
2025-08-17-22-28,,0.0293852980775719,0.0236950549450549
2025-08-17-22-28,,0.0293852980775719,0.0275992836827135
2025-08-17-22-28,,0.0293852980775719,0.0301621214025386
2025-09-04-18-08,,0.0239399569909002,0.0105263157894736
2025-09-04-18-13,,0.0294641958725761,0.0229885057471264
2025-09-04-18-17,,0.0241255767843042,0.0106382978723404
2025-09-04-18-23,,0.0264791531050599,0.0276497695852534
2025-09-04-18-27,,0.0264579561851327,0.0
2025-09-04-18-33,,0.0253748192648825,0.0202020202020202
2025-09-04-18-37,,0.0248297903271186,0.0
2025-09-04-18-46,,0.0244301759522937,0.0106382978723404
2025-09-04-18-54,,0.0275899789427951,0.0553846153846153
2025-09-04-18-59,,0.0288575072906424,0.03690036900369
2025-09-04-19-04,,0.0240074732975621,0.0
2025-09-04-19-11,,0.0269597485110076,0.0108695652173913
2025-09-04-19-16,,0.0255611756657572,0.0
2025-09-04-19-21,,0.0131738934408239,0.0286844708209693
2025-09-04-19-26,,0.0231685639954745,0.011049723756906
2025-09-04-19-32,,0.0277137248841879,0.0364963503649635
2025-09-04-19-35,,0.0253419466596207,0.0206185567010309
2025-09-04-19-41,,0.024311590864892,0.0106382978723404
2025-09-04-19-48,,0.0267218120862996,0.0168067226890756
2025-09-04-19-53,,0.026873882499367,0.0661478599221789
2025-09-04-20-43,,0.0302900757311143,0.0206418775625618
2025-09-04-20-43,,0.0302900757311143,0.0255140898705255
2025-09-04-20-43,,0.0302900757311143,0.0290926433766543
2025-09-04-20-43,,0.0302900757311143,0.03139991277802
2025-09-04-20-40,,0.0302900757311143,0.0206418775625618
2025-09-04-20-40,,0.0302900757311143,0.0255140898705255
2025-09-04-20-40,,0.0302900757311143,0.0290926433766543
2025-09-04-20-40,,0.0302900757311143,0.03139991277802
2025-09-26-18-10,,0.0212861362034385,0.0170212765957446
2025-09-26-18-18,,0.0208445882393162,0.0167364016736401
2025-09-26-18-25,,0.0248416843317837,0.0529531568228105
2025-09-26-18-33,,0.0239391590852806,0.0088105726872246
2025-09-26-18-39,,0.0210747165692264,0.0165975103734439
2025-09-26-18-49,,0.0266379341000391,0.0457516339869281
2025-09-26-19-01,,0.0298232145765996,0.032051282051282
2025-09-26-19-10,,0.0237162720396044,0.008695652173913
2025-09-26-19-17,,0.0274359183932641,0.0302114803625377
2025-09-26-19-27,,0.0256537733552772,0.0088888888888888
2025-09-26-19-36,,0.0223214165547879,0.0229885057471264
2025-09-26-19-41,,0.0248177897100987,0.0089285714285714
2025-09-26-19-52,,0.0219508946797439,0.0365853658536585
